age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
24,Private,150000,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,30,United-States,<=50K
50,Federal-gov,230000,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
35,Private,180000,Bachelors,13,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,35,United-States,>50K
41,Private,210000,Some-college,10,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
27,Private,160000,HS-grad,9,Never-married,Other-service,Own-child,Black,Female,0,0,30,United-States,<=50K
65,Private,240000,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,20000,0,60,United-States,>50K
32,Private,175000,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
46,State-gov,205000,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
53,Private,220000,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K
21,Private,145000,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,35,United-States,<=50K
36,Private,195000,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Female,0,0,40,United-States,>50K
48,Federal-gov,225000,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
23,Private,155000,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Female,0,0,25,United-States,<=50K
59,Private,235000,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
30,Private,170000,Some-college,10,Divorced,Tech-support,Not-in-family,Asian-Pac-Islander,Female,0,0,35,United-States,<=50K
45,Private,215000,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
20,Private,135000,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K
52,Self-emp-not-inc,205000,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,65,United-States,>50K
34,Private,234567,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,7688,0,45,United-States,>50K
52,Self-emp-not-inc,187654,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,60,United-States,>50K
28,Private,156789,Some-college,10,Never-married,Tech-support,Own-child,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
41,Federal-gov,210987,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
65,Private,112345,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,50,United-States,>50K
22,Private,289012,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,35,United-States,<=50K
39,State-gov,178901,Bachelors,13,Divorced,Protective-serv,Not-in-family,White,Female,0,0,40,United-States,>50K
58,Self-emp-inc,190123,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,70,United-States,>50K
31,Private,201234,Assoc-voc,11,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
47,Private,165432,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,7688,0,45,United-States,>50K
25,Private,223456,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
55,Federal-gov,145678,Bachelors,13,Divorced,Exec-managerial,Not-in-family,Black,Male,0,0,50,United-States,>50K
30,Private,213456,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,30,Mexico,<=50K
44,Private,176543,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
61,Self-emp-not-inc,134567,Assoc-acdm,12,Widowed,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K
29,Private,198765,Some-college,10,Never-married,Tech-support,Own-child,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
37,State-gov,187654,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K
50,Private,245678,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,<=50K
23,Private,167890,HS-grad,9,Never-married,Other-service,Own-child,Black,Female,0,0,25,United-States,<=50K
48,Federal-gov,201234,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,50,United-States,>50K
33,Private,154321,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
60,Self-emp-not-inc,190987,Assoc-voc,11,Divorced,Sales,Not-in-family,White,Female,0,0,35,United-States,<=50K
26,Private,221133,Bachelors,13,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Male,0,0,40,United-States,>50K
42,Private,176543,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
53,State-gov,145678,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
35,Private,209876,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,38,United-States,<=50K
49,Self-emp-inc,187654,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,60,United-States,>50K
24,Private,167890,HS-grad,9,Never-married,Transport-moving,Own-child,Black,Male,0,0,40,United-States,<=50K
38,Private,234567,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,7688,0,40,United-States,>50K
51,Federal-gov,198765,Bachelors,13,Divorced,Tech-support,Not-in-family,White,Male,0,0,40,United-States,>50K
27,Private,156789,Some-college,10,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,0,0,30,Philippines,<=50K
46,Private,210987,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
59,Self-emp-not-inc,112345,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,55,United-States,>50K
21,Private,289012,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,30,United-States,<=50K
36,State-gov,178901,Bachelors,13,Divorced,Protective-serv,Not-in-family,White,Female,0,0,40,United-States,>50K
57,Self-emp-inc,190123,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,65,United-States,>50K
32,Private,201234,Assoc-voc,11,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
45,Private,165432,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,7688,0,40,United-States,>50K
20,Private,223456,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,35,United-States,<=50K
54,Federal-gov,145678,Bachelors,13,Divorced,Exec-managerial,Not-in-family,Black,Male,0,0,45,United-States,>50K
28,Private,213456,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,30,Mexico,<=50K
43,Private,176543,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
62,Self-emp-not-inc,134567,Assoc-acdm,12,Widowed,Farming-fishing,Not-in-family,White,Male,0,0,35,United-States,<=50K
30,Private,198765,Some-college,10,Never-married,Tech-support,Own-child,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
39,State-gov,187654,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K
50,Private,245678,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
23,Private,167890,Other-service,7,Never-married,Other-service,Own-child,Black,Female,0,0,20,United-States,<=50K
48,Federal-gov,201234,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,50,United-States,>50K
33,Private,154321,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
60,Self-emp-not-inc,190987,Assoc-voc,11,Divorced,Sales,Not-in-family,White,Female,0,0,35,United-States,<=50K
26,Private,221133,Bachelors,13,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Male,0,0,40,United-States,>50K
42,Private,176543,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
53,State-gov,145678,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
35,Private,209876,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,38,United-States,<=50K
49,Self-emp-inc,187654,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,60,United-States,>50K
24,Private,167890,HS-grad,9,Never-married,Transport-moving,Own-child,Black,Male,0,0,40,United-States,<=50K
38,Private,234567,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,7688,0,40,United-States,>50K
51,Federal-gov,198765,Bachelors,13,Divorced,Tech-support,Not-in-family,White,Male,0,0,40,United-States,>50K
27,Private,156789,Some-college,10,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,0,0,30,Philippines,<=50K
46,Private,210987,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
59,Self-emp-not-inc,112345,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,55,United-States,>50K
21,Private,289012,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,30,United-States,<=50K
36,State-gov,178901,Bachelors,13,Divorced,Protective-serv,Not-in-family,White,Female,0,0,40,United-States,>50K
57,Self-emp-inc,190123,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,65,United-States,>50K
32,Private,201234,Assoc-voc,11,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
45,Private,165432,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,7688,0,40,United-States,>50K
20,Private,223456,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,35,United-States,<=50K
54,Federal-gov,145678,Bachelors,13,Divorced,Exec-managerial,Not-in-family,Black,Male,0,0,45,United-States,>50K
28,Private,213456,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,30,Mexico,<=50K
43,Private,176543,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
62,Self-emp-not-inc,134567,Assoc-acdm,12,Widowed,Farming-fishing,Not-in-family,White,Male,0,0,35,United-States,<=50K
30,Private,198765,Some-college,10,Never-married,Tech-support,Own-child,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
39,State-gov,187654,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K
50,Private,245678,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
23,Private,167890,Other-service,7,Never-married,Other-service,Own-child,Black,Female,0,0,20,United-States,<=50K
48,Federal-gov,201234,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,50,United-States,>50K
33,Private,154321,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
60,Self-emp-not-inc,190987,Assoc-voc,11,Divorced,Sales,Not-in-family,White,Female,0,0,35,United-States,<=50K
26,Private,221133,Bachelors,13,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Male,0,0,40,United-States,>50K
42,Private,176543,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
53,State-gov,145678,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
35,Private,209876,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,38,United-States,<=50K
49,Self-emp-inc,187654,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,60,United-States,>50K
24,Private,167890,HS-grad,9,Never-married,Transport-moving,Own-child,Black,Male,0,0,40,United-States,<=50K
38,Private,234567,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,7688,0,40,United-States,>50K
51,Federal-gov,198765,Bachelors,13,Divorced,Tech-support,Not-in-family,White,Male,0,0,40,United-States,>50K
27,Private,156789,Some-college,10,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,0,0,30,Philippines,<=50K
46,Private,210987,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
59,Self-emp-not-inc,112345,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,55,United-States,>50K
21,Private,289012,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,30,United-States,<=50K
36,State-gov,178901,Bachelors,13,Divorced,Protective-serv,Not-in-family,White,Female,0,0,40,United-States,>50K
57,Self-emp-inc,190123,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,65,United-States,>50K
32,Private,201234,Assoc-voc,11,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
45,Private,165432,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,7688,0,40,United-States,>50K
20,Private,223456,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,35,United-States,<=50K
54,Federal-gov,145678,Bachelors,13,Divorced,Exec-managerial,Not-in-family,Black,Male,0,0,45,United-States,>50K
28,Private,213456,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,30,Mexico,<=50K
43,Private,176543,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
62,Self-emp-not-inc,134567,Assoc-acdm,12,Widowed,Farming-fishing,Not-in-family,White,Male,0,0,35,United-States,<=50K
30,Private,198765,Some-college,10,Never-married,Tech-support,Own-child,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
39,State-gov,187654,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K
50,Private,245678,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
23,Private,167890,Other-service,7,Never-married,Other-service,Own-child,Black,Female,0,0,20,United-States,<=50K
48,Federal-gov,201234,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,50,United-States,>50K
33,Private,154321,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
60,Self-emp-not-inc,190987,Assoc-voc,11,Divorced,Sales,Not-in-family,White,Female,0,0,35,United-States,<=50K
26,Private,221133,Bachelors,13,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Male,0,0,40,United-States,>50K
42,Private,176543,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
53,State-gov,145678,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
35,Private,209876,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,38,United-States,<=50K
49,Self-emp-inc,187654,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,60,United-States,>50K
24,Private,167890,HS-grad,9,Never-married,Transport-moving,Own-child,Black,Male,0,0,40,United-States,<=50K
38,Private,234567,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,7688,0,40,United-States,>50K
51,Federal-gov,198765,Bachelors,13,Divorced,Tech-support,Not-in-family,White,Male,0,0,40,United-States,>50K
27,Private,156789,Some-college,10,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,0,0,30,Philippines,<=50K
46,Private,210987,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
59,Self-emp-not-inc,112345,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,55,United-States,>50K
21,Private,289012,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,30,United-States,<=50K
36,State-gov,178901,Bachelors,13,Divorced,Protective-serv,Not-in-family,White,Female,0,0,40,United-States,>50K
57,Self-emp-inc,190123,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,65,United-States,>50K
32,Private,201234,Assoc-voc,11,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
45,Private,165432,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,7688,0,40,United-States,>50K
20,Private,223456,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,35,United-States,<=50K
54,Federal-gov,145678,Bachelors,13,Divorced,Exec-managerial,Not-in-family,Black,Male,0,0,45,United-States,>50K
28,Private,213456,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,30,Mexico,<=50K
43,Private,176543,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
62,Self-emp-not-inc,134567,Assoc-acdm,12,Widowed,Farming-fishing,Not-in-family,White,Male,0,0,35,United-States,<=50K
25,Private,226802,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
47,Private,386761,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K
32,State-gov,186504,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,<=50K
58,Self-emp-not-inc,121288,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15000,0,60,United-States,>50K
21,Private,192453,Some-college,10,Never-married,Other-service,Own-child,Black,Female,0,0,25,United-States,<=50K
39,Private,208765,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
53,Federal-gov,214153,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
28,Private,165432,Assoc-voc,11,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
67,Private,176512,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,20000,0,30,United-States,>50K
23,Private,234567,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,35,United-States,<=50K
45,Private,198765,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K
31,Local-gov,154321,Bachelors,13,Divorced,Protective-serv,Not-in-family,Black,Male,0,0,40,United-States,<=50K
50,Private,276543,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
20,Private,210987,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
36,Private,178901,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
62,Self-emp-inc,189765,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,10000,0,40,United-States,>50K
29,Private,201234,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
41,Federal-gov,223456,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
70,Private,134567,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,25,United-States,<=50K
33,Private,176543,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
48,Self-emp-not-inc,167890,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,>50K
24,Private,215678,Some-college,10,Never-married,Machine-op-inspct,Own-child,Black,Male,0,0,40,United-States,<=50K
55,Private,190000,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,30,United-States,<=50K
37,State-gov,201010,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
61,Private,123456,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,5000,0,40,United-States,>50K
26,Private,245678,HS-grad,9,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,0,0,35,United-States,<=50K
42,Private,187654,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
68,Private,145678,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States,<=50K
30,Local-gov,178901,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
59,Private,156789,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
22,Private,234567,Some-college,10,Never-married,Other-service,Own-child,Black,Male,0,0,30,United-States,<=50K
49,Federal-gov,201234,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
34,Private,198765,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
60,Self-emp-not-inc,134567,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,70,United-States,>50K
27,Private,210987,Assoc-voc,11,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
46,Private,223456,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
72,Private,176543,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,20,United-States,<=50K
38,State-gov,189765,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,<=50K
65,Self-emp-inc,121288,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,20000,0,40,United-States,>50K
25,Private,192453,Some-college,10,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,40,United-States,<=50K
43,Private,208765,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
51,Federal-gov,214153,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
28,Private,165432,Assoc-voc,11,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
63,Private,176512,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,10000,0,30,United-States,>50K
23,Private,234567,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,35,United-States,<=50K
40,Private,198765,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K
35,Local-gov,154321,Bachelors,13,Divorced,Protective-serv,Not-in-family,Black,Female,0,0,40,United-States,<=50K
54,Private,276543,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
19,Private,210987,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K
36,Private,178901,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
69,Self-emp-inc,189765,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15000,0,40,United-States,>50K
30,Private,201234,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
44,Federal-gov,223456,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
71,Private,134567,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,25,United-States,<=50K
33,Private,176543,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
48,Self-emp-not-inc,167890,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,>50K
24,Private,215678,Some-college,10,Never-married,Machine-op-inspct,Own-child,Black,Male,0,0,40,United-States,<=50K
55,Private,190000,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,30,United-States,<=50K
37,State-gov,201010,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
61,Private,123456,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,5000,0,40,United-States,>50K
26,Private,245678,HS-grad,9,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,0,0,35,United-States,<=50K
42,Private,187654,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
68,Private,145678,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States,<=50K
30,Local-gov,178901,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
59,Private,156789,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
22,Private,234567,Some-college,10,Never-married,Other-service,Own-child,Black,Male,0,0,30,United-States,<=50K
49,Federal-gov,201234,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
34,Private,198765,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
60,Self-emp-not-inc,134567,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,70,United-States,>50K
27,Private,210987,Assoc-voc,11,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
46,Private,223456,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
72,Private,176543,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,20,United-States,<=50K
38,State-gov,189765,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,<=50K
65,Self-emp-inc,121288,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,20000,0,40,United-States,>50K
25,Private,192453,Some-college,10,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,40,United-States,<=50K
43,Private,208765,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
51,Federal-gov,214153,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
28,Private,165432,Assoc-voc,11,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
63,Private,176512,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,10000,0,30,United-States,>50K
23,Private,234567,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,35,United-States,<=50K
40,Private,198765,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K
35,Local-gov,154321,Bachelors,13,Divorced,Protective-serv,Not-in-family,Black,Female,0,0,40,United-States,<=50K
54,Private,276543,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
19,Private,210987,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K
36,Private,178901,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
69,Self-emp-inc,189765,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15000,0,40,United-States,>50K
30,Private,201234,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
44,Federal-gov,223456,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
71,Private,134567,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,25,United-States,<=50K
33,Private,176543,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
48,Self-emp-not-inc,167890,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,>50K
24,Private,215678,Some-college,10,Never-married,Machine-op-inspct,Own-child,Black,Male,0,0,40,United-States,<=50K
55,Private,190000,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,30,United-States,<=50K
37,State-gov,201010,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
61,Private,123456,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,5000,0,40,United-States,>50K
26,Private,245678,HS-grad,9,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,0,0,35,United-States,<=50K
