age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
59,State-gov,334960,12th,9,Widowed,Craft-repair,Wife,Amer-Indian-Eskimo,Male,0,0,31,?,<=50K
89,State-gov,651893,Masters,14,Married-spouse-absent,?,Wife,Black,Male,0,0,5,Canada,<=50K
82,Federal-gov,973494,12th,6,Never-married,?,Not-in-family,Asian-Pac-Islander,Female,0,0,16,Germany,<=50K
41,Self-emp-not-inc,121832,11th,12,Separated,Exec-managerial,Not-in-family,Black,Female,0,0,73,?,<=50K
72,Local-gov,866242,Some-college,15,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,95,United-States,<=50K
56,Without-pay,47008,Some-college,3,Divorced,Craft-repair,Unmarried,Black,Male,0,0,51,Germany,<=50K
52,Self-emp-not-inc,62951,9th,10,Widowed,Machine-op-inspct,Other-relative,Amer-Indian-Eskimo,Male,0,0,40,Mexico,<=50K
49,Self-emp-not-inc,373306,Assoc-acdm,7,Separated,Tech-support,Not-in-family,Asian-Pac-Islander,Female,0,0,86,Philippines,<=50K
18,Self-emp-not-inc,381488,Masters,11,Never-married,Sales,Not-in-family,Other,Female,0,0,37,Canada,<=50K
79,Private,479652,Assoc-acdm,9,Married-civ-spouse,Exec-managerial,Other-relative,Other,Male,0,0,42,United-States,<=50K
36,State-gov,853461,Prof-school,3,Never-married,Prof-specialty,Husband,Amer-Indian-Eskimo,Female,0,0,63,Philippines,<=50K
51,State-gov,447423,HS-grad,2,Separated,Exec-managerial,Husband,Other,Female,0,0,33,?,<=50K
36,Local-gov,549138,Bachelors,11,Never-married,Sales,Own-child,Other,Male,0,0,49,Canada,<=50K
28,Self-emp-inc,58303,Some-college,12,Married-spouse-absent,Other-service,Other-relative,Black,Male,0,0,89,Canada,<=50K
60,Private,978507,Assoc-acdm,3,Widowed,Sales,Wife,Other,Female,0,0,82,Germany,<=50K
89,Self-emp-not-inc,459604,9th,13,Separated,?,Unmarried,Black,Female,0,0,68,Germany,<=50K
85,?,760988,11th,6,Separated,Exec-managerial,Own-child,Black,Male,0,0,26,Philippines,<=50K
74,Self-emp-inc,656827,HS-grad,12,Separated,Craft-repair,Other-relative,White,Male,0,0,6,Germany,<=50K
32,State-gov,612441,9th,6,Divorced,Other-service,Own-child,Black,Male,99999,0,16,Philippines,<=50K
21,State-gov,44686,Masters,7,Widowed,Exec-managerial,Unmarried,Other,Female,0,0,15,Canada,>50K
40,?,859177,9th,8,Widowed,Craft-repair,Own-child,White,Female,0,0,59,Germany,<=50K
36,Federal-gov,972468,Some-college,15,Divorced,Tech-support,Husband,White,Female,0,0,97,Mexico,<=50K
53,State-gov,264645,12th,4,Widowed,Prof-specialty,Wife,Other,Female,0,0,47,Germany,>50K
24,Self-emp-not-inc,331151,Masters,11,Separated,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,0,64,Philippines,<=50K
21,Without-pay,594777,Assoc-voc,10,Divorced,Handlers-cleaners,Own-child,Black,Male,0,0,27,Canada,>50K
57,Private,666447,11th,8,Divorced,Handlers-cleaners,Own-child,Black,Male,0,0,22,?,<=50K
37,Self-emp-inc,17093,Masters,11,Divorced,Other-service,Husband,Black,Male,0,0,34,Mexico,<=50K
39,State-gov,351251,7th-8th,5,Never-married,?,Other-relative,Black,Male,0,0,25,?,<=50K
54,Without-pay,665470,Some-college,7,Married-spouse-absent,Handlers-cleaners,Husband,White,Male,0,0,81,United-States,<=50K
81,Self-emp-not-inc,273744,Bachelors,6,Separated,?,Not-in-family,White,Male,0,4356,50,Philippines,<=50K
84,Local-gov,503206,HS-grad,13,Separated,Craft-repair,Husband,Black,Male,0,0,48,Mexico,<=50K
54,Self-emp-inc,916161,7th-8th,16,Divorced,Other-service,Not-in-family,Black,Female,0,0,38,Canada,<=50K
80,Private,542946,Assoc-voc,5,Separated,Exec-managerial,Husband,White,Male,0,0,36,United-States,<=50K
36,?,663754,11th,13,Divorced,?,Own-child,White,Female,0,0,50,Mexico,<=50K
66,Self-emp-inc,977066,Assoc-acdm,5,Married-civ-spouse,Other-service,Husband,Other,Male,0,0,98,?,>50K
26,?,822949,Bachelors,16,Divorced,Exec-managerial,Own-child,Black,Male,0,0,35,Philippines,<=50K
39,Local-gov,875415,Assoc-acdm,8,Separated,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Male,0,0,99,Canada,<=50K
66,Self-emp-not-inc,898481,Masters,13,Widowed,Prof-specialty,Own-child,Asian-Pac-Islander,Male,0,0,70,Mexico,<=50K
71,Local-gov,446985,7th-8th,4,Separated,Sales,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,Germany,<=50K
24,Self-emp-inc,777431,12th,7,Married-spouse-absent,Sales,Husband,White,Female,0,4356,67,Mexico,<=50K
30,Federal-gov,102421,12th,8,Never-married,Handlers-cleaners,Own-child,Other,Male,0,0,89,United-States,>50K
54,Self-emp-not-inc,242820,12th,6,Married-spouse-absent,?,Own-child,Black,Male,0,0,84,United-States,<=50K
44,Federal-gov,842258,Bachelors,13,Married-spouse-absent,Sales,Unmarried,White,Female,0,0,66,United-States,<=50K
58,Without-pay,960524,Masters,3,Separated,Prof-specialty,Wife,Asian-Pac-Islander,Male,0,0,42,Mexico,>50K
37,?,800379,Bachelors,8,Divorced,Craft-repair,Wife,Black,Female,0,0,30,Philippines,<=50K
78,Without-pay,29070,Masters,9,Never-married,?,Own-child,White,Female,0,0,53,Germany,>50K
69,?,250996,Masters,2,Married-spouse-absent,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Female,0,0,60,Philippines,<=50K
53,?,502877,Masters,15,Divorced,Exec-managerial,Own-child,White,Female,0,0,60,Mexico,<=50K
66,State-gov,202147,9th,6,Widowed,Craft-repair,Not-in-family,White,Female,0,0,90,Germany,<=50K
31,Self-emp-not-inc,781021,12th,10,Divorced,Exec-managerial,Wife,Other,Male,0,0,78,Germany,<=50K
41,Self-emp-not-inc,667258,Bachelors,7,Married-spouse-absent,?,Wife,Other,Female,0,0,54,United-States,>50K
22,?,702078,Assoc-acdm,8,Married-spouse-absent,Machine-op-inspct,Unmarried,White,Male,0,0,64,Mexico,<=50K
35,Self-emp-inc,254195,Bachelors,16,Married-spouse-absent,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Male,0,0,42,Canada,<=50K
59,Self-emp-inc,863913,11th,11,Divorced,Machine-op-inspct,Own-child,Black,Male,0,0,91,Philippines,<=50K
49,Without-pay,27423,9th,10,Married-civ-spouse,Sales,Other-relative,Asian-Pac-Islander,Male,0,0,88,Mexico,>50K
21,Without-pay,559411,Assoc-acdm,15,Married-spouse-absent,Machine-op-inspct,Unmarried,Black,Female,0,0,59,Mexico,<=50K
45,Self-emp-not-inc,474876,Assoc-voc,3,Married-civ-spouse,Tech-support,Other-relative,Black,Female,0,0,63,Philippines,<=50K
90,Without-pay,294951,Assoc-acdm,10,Widowed,Prof-specialty,Husband,Amer-Indian-Eskimo,Female,0,0,67,Germany,<=50K
67,Federal-gov,31662,12th,3,Married-spouse-absent,Handlers-cleaners,Other-relative,Asian-Pac-Islander,Female,0,0,9,United-States,<=50K
49,?,118103,HS-grad,4,Never-married,Exec-managerial,Husband,White,Female,0,0,27,?,<=50K
50,Local-gov,429328,7th-8th,5,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,94,Germany,<=50K
22,Without-pay,772645,12th,1,Widowed,Prof-specialty,Husband,Black,Female,0,0,97,Germany,<=50K
55,State-gov,399605,Prof-school,13,Never-married,Handlers-cleaners,Other-relative,Other,Male,0,0,64,Philippines,<=50K
39,Self-emp-not-inc,91157,HS-grad,4,Married-civ-spouse,Sales,Other-relative,Amer-Indian-Eskimo,Male,0,0,1,Germany,<=50K
75,Local-gov,464316,Assoc-voc,14,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,46,?,<=50K
87,Private,394171,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,Not-in-family,Black,Female,0,0,34,Canada,>50K
32,Self-emp-not-inc,281030,Masters,14,Divorced,Sales,Not-in-family,Amer-Indian-Eskimo,Female,0,0,30,Germany,<=50K
86,Private,781476,Bachelors,5,Married-spouse-absent,Tech-support,Unmarried,Asian-Pac-Islander,Female,0,0,81,Canada,<=50K
38,Self-emp-inc,431177,Assoc-acdm,1,Divorced,Exec-managerial,Unmarried,White,Female,0,0,31,Philippines,<=50K
29,Private,92578,Some-college,12,Separated,Exec-managerial,Not-in-family,Other,Female,0,0,68,?,>50K
88,Self-emp-inc,606949,HS-grad,7,Never-married,Exec-managerial,Other-relative,Black,Male,0,0,76,Germany,>50K
89,Local-gov,256908,HS-grad,5,Separated,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,19,Philippines,<=50K
18,Local-gov,975747,Prof-school,4,Married-spouse-absent,?,Own-child,Amer-Indian-Eskimo,Female,0,0,44,Canada,<=50K
51,Federal-gov,310430,Bachelors,14,Separated,?,Own-child,Asian-Pac-Islander,Male,0,0,30,Germany,<=50K
57,Self-emp-inc,72570,HS-grad,4,Separated,Tech-support,Not-in-family,Black,Male,0,0,13,United-States,<=50K
37,?,75774,Some-college,4,Never-married,Machine-op-inspct,Own-child,Amer-Indian-Eskimo,Male,0,0,14,Philippines,<=50K
86,?,574762,7th-8th,2,Married-civ-spouse,?,Not-in-family,Amer-Indian-Eskimo,Male,99999,0,22,?,<=50K
21,Self-emp-inc,916718,Bachelors,6,Never-married,Sales,Husband,Amer-Indian-Eskimo,Male,0,0,92,Germany,<=50K
89,Without-pay,107071,Some-college,6,Separated,Tech-support,Own-child,Other,Male,0,0,75,Germany,<=50K
24,State-gov,766728,Some-college,12,Widowed,?,Other-relative,Amer-Indian-Eskimo,Male,0,0,15,Mexico,>50K
63,Self-emp-inc,150760,Assoc-acdm,6,Widowed,Tech-support,Own-child,Amer-Indian-Eskimo,Female,0,0,49,United-States,>50K
56,Self-emp-inc,710996,Some-college,12,Divorced,Tech-support,Husband,Asian-Pac-Islander,Female,0,0,31,Canada,<=50K
23,?,225752,Some-college,11,Married-civ-spouse,Tech-support,Other-relative,Amer-Indian-Eskimo,Male,0,0,15,Mexico,>50K
66,Local-gov,978176,HS-grad,6,Married-civ-spouse,?,Husband,Amer-Indian-Eskimo,Female,0,0,46,?,>50K
74,State-gov,860678,Masters,9,Divorced,Exec-managerial,Husband,Other,Male,0,0,15,Canada,>50K
50,Self-emp-inc,978448,Assoc-acdm,16,Married-spouse-absent,Machine-op-inspct,Own-child,Other,Male,0,0,56,Mexico,<=50K
72,Self-emp-inc,90969,Assoc-voc,4,Widowed,Prof-specialty,Not-in-family,White,Male,0,0,5,United-States,<=50K
81,Private,678530,9th,11,Married-civ-spouse,Tech-support,Other-relative,Black,Female,7688,0,80,Canada,>50K
37,Local-gov,865058,Bachelors,5,Widowed,Craft-repair,Husband,Black,Male,0,0,46,United-States,<=50K
36,Federal-gov,914328,Prof-school,3,Never-married,Prof-specialty,Wife,Asian-Pac-Islander,Male,0,0,51,Germany,<=50K
78,?,493234,Prof-school,10,Married-civ-spouse,Handlers-cleaners,Own-child,Asian-Pac-Islander,Female,0,0,48,Philippines,<=50K
56,?,717697,Assoc-acdm,3,Separated,Other-service,Not-in-family,Black,Female,0,0,87,Mexico,<=50K
86,Without-pay,325197,Bachelors,3,Never-married,Craft-repair,Husband,White,Male,0,0,33,Philippines,<=50K
69,Without-pay,448749,12th,8,Separated,Prof-specialty,Other-relative,Amer-Indian-Eskimo,Female,0,0,42,Mexico,<=50K
39,Private,20827,Bachelors,13,Married-civ-spouse,Other-service,Own-child,White,Male,0,0,56,Canada,<=50K
58,Local-gov,214521,7th-8th,13,Divorced,Other-service,Other-relative,White,Female,0,0,94,United-States,<=50K
20,Without-pay,170948,12th,15,Separated,Sales,Own-child,White,Male,0,0,32,Mexico,<=50K
78,Local-gov,281989,12th,9,Separated,Other-service,Unmarried,White,Male,0,0,40,Canada,<=50K
67,Self-emp-inc,325237,12th,13,Married-civ-spouse,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,0,0,65,Philippines,<=50K
60,Private,95369,9th,11,Married-spouse-absent,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,0,0,24,Mexico,<=50K
83,Self-emp-not-inc,881038,Bachelors,15,Never-married,?,Husband,Asian-Pac-Islander,Female,0,0,75,Germany,<=50K
81,State-gov,981809,Assoc-acdm,8,Widowed,?,Own-child,Amer-Indian-Eskimo,Female,0,0,43,Germany,<=50K
41,Self-emp-inc,556934,Assoc-voc,2,Married-civ-spouse,Exec-managerial,Unmarried,White,Female,0,0,16,Philippines,<=50K
32,Self-emp-not-inc,346447,HS-grad,7,Separated,Tech-support,Other-relative,Other,Male,7688,0,53,Germany,<=50K
57,Self-emp-not-inc,826030,Prof-school,2,Divorced,Sales,Other-relative,Black,Female,0,0,85,Mexico,<=50K
73,State-gov,269259,Bachelors,13,Divorced,Machine-op-inspct,Husband,Asian-Pac-Islander,Female,0,0,81,Mexico,<=50K
78,?,963939,Assoc-voc,11,Separated,Other-service,Wife,Asian-Pac-Islander,Female,0,0,43,Canada,<=50K
69,Private,856299,9th,11,Widowed,Exec-managerial,Unmarried,White,Female,0,0,55,?,<=50K
81,Private,357829,HS-grad,11,Never-married,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Female,0,0,45,Canada,<=50K
68,State-gov,757708,Assoc-voc,2,Married-spouse-absent,Machine-op-inspct,Own-child,White,Female,0,0,25,Philippines,<=50K
65,Without-pay,571905,9th,3,Married-spouse-absent,?,Not-in-family,Asian-Pac-Islander,Male,0,0,27,United-States,<=50K
42,Self-emp-not-inc,748376,9th,1,Married-spouse-absent,Exec-managerial,Husband,White,Female,0,0,69,United-States,>50K
30,Private,990213,Masters,7,Married-civ-spouse,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,0,0,30,Canada,>50K
53,Private,236412,Masters,11,Divorced,Other-service,Own-child,Amer-Indian-Eskimo,Female,0,0,99,Philippines,>50K
74,Federal-gov,396206,Assoc-acdm,14,Widowed,?,Wife,Amer-Indian-Eskimo,Male,99999,0,97,Mexico,<=50K
81,Self-emp-inc,586294,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,Black,Female,0,0,14,United-States,<=50K
81,Federal-gov,822847,Masters,15,Divorced,Craft-repair,Wife,Asian-Pac-Islander,Female,0,0,36,Mexico,<=50K
18,State-gov,362504,7th-8th,14,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Female,0,0,59,Germany,>50K
72,Without-pay,466854,Prof-school,4,Married-spouse-absent,Machine-op-inspct,Husband,Black,Female,0,0,39,United-States,<=50K
31,Federal-gov,615845,12th,3,Married-civ-spouse,?,Not-in-family,Amer-Indian-Eskimo,Female,0,0,47,?,<=50K
37,Self-emp-not-inc,342969,Masters,1,Married-civ-spouse,Exec-managerial,Own-child,Black,Female,0,0,22,?,<=50K
83,Self-emp-inc,674373,Prof-school,1,Married-spouse-absent,Exec-managerial,Husband,Asian-Pac-Islander,Female,0,0,27,Canada,<=50K
50,Self-emp-not-inc,714593,9th,12,Married-civ-spouse,Tech-support,Own-child,Amer-Indian-Eskimo,Male,0,0,64,Germany,<=50K
41,Self-emp-inc,478834,Masters,13,Divorced,Exec-managerial,Wife,Other,Male,0,0,26,?,<=50K
61,?,599400,11th,6,Widowed,?,Not-in-family,Amer-Indian-Eskimo,Female,0,0,20,?,<=50K
54,State-gov,597197,Some-college,8,Widowed,Machine-op-inspct,Own-child,White,Male,0,0,24,United-States,<=50K
64,Self-emp-not-inc,100644,Some-college,10,Separated,Other-service,Unmarried,Other,Female,0,0,93,United-States,>50K
74,?,685893,Masters,9,Married-spouse-absent,Other-service,Other-relative,Other,Female,0,0,7,Germany,<=50K
44,Private,217768,Assoc-acdm,6,Separated,Exec-managerial,Not-in-family,Other,Male,0,0,64,Mexico,<=50K
72,?,614358,Prof-school,7,Widowed,Handlers-cleaners,Husband,White,Female,0,0,28,Canada,>50K
72,Self-emp-inc,726836,11th,15,Divorced,Tech-support,Wife,Other,Female,0,0,64,Mexico,<=50K
64,Self-emp-not-inc,908995,Prof-school,13,Married-spouse-absent,Tech-support,Other-relative,Black,Female,0,0,36,Philippines,<=50K
81,Local-gov,951799,Masters,14,Separated,Handlers-cleaners,Not-in-family,White,Female,0,0,41,Germany,<=50K
47,Local-gov,959639,Assoc-acdm,7,Married-spouse-absent,Exec-managerial,Not-in-family,Other,Female,0,0,22,Philippines,>50K
58,Local-gov,478393,12th,8,Widowed,Prof-specialty,Not-in-family,Other,Female,0,0,83,Mexico,<=50K
72,Federal-gov,439119,Assoc-voc,3,Married-spouse-absent,Exec-managerial,Unmarried,White,Male,99999,0,70,United-States,>50K
77,Without-pay,740289,7th-8th,15,Married-spouse-absent,Other-service,Own-child,White,Female,0,0,32,?,<=50K
55,State-gov,201075,HS-grad,2,Never-married,Other-service,Husband,Other,Male,0,0,8,Mexico,<=50K
39,Local-gov,836229,11th,9,Married-civ-spouse,Other-service,Own-child,Other,Male,0,0,50,Germany,<=50K
86,?,12477,11th,8,Widowed,Sales,Husband,Black,Male,0,0,31,Philippines,<=50K
26,Without-pay,22645,Assoc-acdm,11,Never-married,Other-service,Wife,Asian-Pac-Islander,Male,0,0,74,Germany,<=50K
88,Federal-gov,391312,Masters,8,Married-spouse-absent,Other-service,Husband,Other,Male,0,0,78,Canada,<=50K
47,Self-emp-inc,254125,Bachelors,2,Never-married,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Male,0,0,7,Mexico,<=50K
45,?,503050,Assoc-acdm,5,Never-married,Sales,Own-child,White,Female,0,4356,2,Mexico,<=50K
50,State-gov,763853,Bachelors,6,Divorced,?,Wife,Black,Male,0,0,3,Canada,<=50K
37,Self-emp-inc,43841,7th-8th,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,79,Canada,<=50K
82,Self-emp-not-inc,900624,Assoc-voc,3,Separated,?,Own-child,White,Female,0,0,63,Canada,>50K
23,Federal-gov,184152,9th,13,Widowed,Tech-support,Not-in-family,White,Female,7688,0,5,Mexico,<=50K
60,Local-gov,617660,HS-grad,12,Separated,Tech-support,Not-in-family,White,Female,7688,0,64,Mexico,>50K
81,?,595438,Some-college,13,Divorced,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0,0,57,United-States,<=50K
67,?,592818,Some-college,8,Widowed,Other-service,Unmarried,White,Male,0,0,28,Canada,>50K
33,Self-emp-inc,27051,9th,2,Never-married,Tech-support,Not-in-family,White,Female,0,0,73,Canada,<=50K
87,Local-gov,67747,7th-8th,7,Never-married,Craft-repair,Other-relative,Asian-Pac-Islander,Male,0,0,74,United-States,<=50K
77,Private,976239,Masters,7,Never-married,Craft-repair,Unmarried,Black,Male,0,0,93,Germany,<=50K
51,Without-pay,906177,Bachelors,10,Married-spouse-absent,?,Not-in-family,White,Male,0,0,8,Germany,<=50K
20,Self-emp-not-inc,939489,Assoc-acdm,16,Separated,?,Wife,Other,Female,0,0,59,Canada,>50K
29,Self-emp-inc,346824,11th,5,Separated,Craft-repair,Own-child,Amer-Indian-Eskimo,Female,7688,0,61,?,>50K
37,?,40255,Assoc-acdm,2,Never-married,Tech-support,Not-in-family,White,Male,0,0,87,Philippines,<=50K
51,Self-emp-not-inc,239732,7th-8th,4,Widowed,Machine-op-inspct,Other-relative,Other,Male,0,0,21,Canada,<=50K
78,Self-emp-inc,936641,Assoc-voc,4,Married-spouse-absent,Sales,Wife,White,Female,0,0,20,Philippines,<=50K
35,?,635784,Some-college,6,Married-spouse-absent,Tech-support,Husband,Black,Female,0,0,40,Canada,<=50K
87,Without-pay,376751,7th-8th,3,Married-spouse-absent,Machine-op-inspct,Own-child,Other,Female,0,0,87,Philippines,<=50K
61,Local-gov,631605,12th,1,Married-spouse-absent,?,Own-child,Other,Male,0,0,47,Philippines,>50K
80,Federal-gov,502846,12th,3,Separated,Sales,Wife,Amer-Indian-Eskimo,Female,0,0,2,Philippines,<=50K
64,State-gov,737762,7th-8th,10,Separated,Prof-specialty,Wife,White,Male,0,0,22,United-States,<=50K
63,Federal-gov,674455,12th,2,Divorced,Sales,Wife,Black,Female,0,0,52,Philippines,<=50K
36,Without-pay,411055,12th,13,Separated,Handlers-cleaners,Other-relative,Asian-Pac-Islander,Female,0,0,29,Germany,<=50K
50,Private,788749,12th,12,Divorced,Craft-repair,Own-child,Other,Male,0,0,90,Mexico,<=50K
66,Self-emp-not-inc,205532,Bachelors,6,Separated,Exec-managerial,Unmarried,White,Male,0,0,28,?,<=50K
20,?,193397,Bachelors,4,Married-spouse-absent,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,90,Philippines,<=50K
62,Private,848461,Some-college,12,Widowed,?,Other-relative,Amer-Indian-Eskimo,Female,0,0,1,United-States,>50K
48,Private,289545,9th,8,Never-married,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Female,0,0,52,Mexico,<=50K
83,Self-emp-inc,493410,Masters,12,Widowed,Machine-op-inspct,Husband,White,Female,0,0,26,Mexico,<=50K
65,Federal-gov,219687,Assoc-acdm,10,Never-married,Handlers-cleaners,Husband,Other,Male,0,0,73,Germany,>50K
23,Private,938056,Prof-school,15,Widowed,Tech-support,Unmarried,Asian-Pac-Islander,Male,0,0,66,United-States,<=50K
22,State-gov,836170,9th,13,Married-spouse-absent,Sales,Wife,Other,Female,0,0,4,United-States,<=50K
66,State-gov,331571,Assoc-voc,2,Separated,Tech-support,Other-relative,Black,Female,0,0,76,Mexico,>50K
38,?,99493,Prof-school,10,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,0,0,30,United-States,<=50K
44,Local-gov,722476,HS-grad,1,Divorced,Prof-specialty,Unmarried,Other,Male,0,0,94,Germany,>50K
25,Private,947311,11th,10,Married-civ-spouse,Tech-support,Own-child,Asian-Pac-Islander,Female,0,0,78,Philippines,<=50K
73,Private,358031,12th,1,Married-spouse-absent,Other-service,Not-in-family,Other,Male,99999,0,45,Philippines,<=50K
19,Without-pay,157894,7th-8th,12,Separated,Exec-managerial,Own-child,Asian-Pac-Islander,Female,0,0,35,Germany,<=50K
44,Private,267245,Prof-school,1,Married-spouse-absent,Tech-support,Wife,Black,Female,0,0,13,Germany,<=50K
28,Local-gov,640343,Assoc-voc,3,Widowed,Other-service,Husband,Black,Male,0,0,98,Germany,<=50K
68,Self-emp-not-inc,768645,7th-8th,12,Widowed,Other-service,Other-relative,Asian-Pac-Islander,Female,0,0,64,Mexico,<=50K
61,Without-pay,680378,Assoc-acdm,13,Separated,Exec-managerial,Own-child,Black,Male,0,0,10,United-States,<=50K
40,?,585961,Assoc-acdm,3,Married-spouse-absent,Other-service,Not-in-family,Amer-Indian-Eskimo,Male,0,0,95,?,<=50K
36,Private,101454,Assoc-voc,8,Separated,?,Own-child,Asian-Pac-Islander,Female,0,0,17,Philippines,<=50K
56,?,992835,Some-college,2,Never-married,Exec-managerial,Wife,Asian-Pac-Islander,Female,0,0,46,United-States,<=50K
18,Without-pay,592515,Assoc-acdm,3,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Female,0,0,88,Philippines,<=50K
81,?,475071,HS-grad,10,Married-civ-spouse,Prof-specialty,Unmarried,Other,Female,0,0,56,?,<=50K
26,Federal-gov,546797,Assoc-acdm,10,Divorced,?,Husband,Amer-Indian-Eskimo,Female,0,0,4,Philippines,<=50K
35,Private,631901,11th,3,Separated,Other-service,Own-child,Amer-Indian-Eskimo,Male,0,0,79,Philippines,<=50K
31,Private,527807,7th-8th,15,Married-spouse-absent,Craft-repair,Not-in-family,Black,Male,0,0,98,Philippines,<=50K
33,Federal-gov,739536,Assoc-voc,9,Married-civ-spouse,Machine-op-inspct,Unmarried,Black,Male,0,0,28,Germany,>50K
30,Self-emp-not-inc,260862,12th,7,Married-spouse-absent,Prof-specialty,Other-relative,White,Female,0,0,47,Germany,<=50K
64,Private,222965,Masters,15,Separated,Craft-repair,Wife,Asian-Pac-Islander,Female,0,0,35,United-States,>50K
73,Private,450677,Prof-school,8,Widowed,Machine-op-inspct,Other-relative,Black,Female,0,0,78,Mexico,<=50K
89,State-gov,709656,12th,13,Separated,Handlers-cleaners,Other-relative,Other,Male,0,0,29,United-States,<=50K
86,Local-gov,174434,HS-grad,15,Married-civ-spouse,Craft-repair,Own-child,Amer-Indian-Eskimo,Female,0,0,30,Philippines,<=50K
31,Self-emp-inc,290177,11th,3,Married-spouse-absent,Handlers-cleaners,Other-relative,Other,Male,0,0,5,United-States,>50K
47,Without-pay,311407,9th,12,Widowed,Handlers-cleaners,Unmarried,Black,Male,0,0,88,?,<=50K
30,Self-emp-not-inc,189552,Masters,4,Married-spouse-absent,Sales,Own-child,White,Male,0,0,86,Philippines,>50K
63,Private,628787,HS-grad,12,Divorced,Other-service,Other-relative,Asian-Pac-Islander,Female,0,0,37,Philippines,<=50K
22,Federal-gov,478234,Assoc-acdm,1,Divorced,Other-service,Wife,Asian-Pac-Islander,Female,0,0,68,Mexico,<=50K
29,State-gov,899327,Bachelors,5,Widowed,Other-service,Own-child,White,Female,0,0,43,Mexico,<=50K
29,Private,320651,Masters,16,Separated,Machine-op-inspct,Own-child,Black,Male,0,0,72,Canada,>50K
32,Self-emp-inc,337795,12th,8,Divorced,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,0,0,1,Mexico,<=50K
55,Private,742314,Prof-school,5,Divorced,Handlers-cleaners,Unmarried,Other,Female,0,0,28,Mexico,>50K
65,?,54326,Prof-school,12,Widowed,Exec-managerial,Other-relative,Black,Female,0,0,13,Philippines,>50K
45,Federal-gov,17688,Assoc-voc,15,Divorced,Sales,Own-child,Asian-Pac-Islander,Female,0,0,56,Canada,<=50K
80,Private,811980,Assoc-voc,16,Widowed,Machine-op-inspct,Husband,Other,Male,0,0,59,United-States,>50K
31,Federal-gov,360500,9th,2,Never-married,Exec-managerial,Not-in-family,Other,Male,0,0,5,Canada,<=50K
65,Self-emp-inc,676985,Masters,14,Married-spouse-absent,Sales,Other-relative,Amer-Indian-Eskimo,Female,0,0,25,United-States,<=50K
73,Federal-gov,436149,12th,7,Married-civ-spouse,Machine-op-inspct,Wife,Black,Male,0,0,1,United-States,<=50K
65,Self-emp-not-inc,790784,12th,13,Married-civ-spouse,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,8,Germany,>50K
25,Without-pay,321652,Bachelors,7,Married-spouse-absent,?,Unmarried,Asian-Pac-Islander,Male,0,0,84,?,<=50K
85,State-gov,148938,Some-college,8,Never-married,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Female,0,0,82,Canada,<=50K
20,Private,840450,Prof-school,11,Never-married,Craft-repair,Wife,Asian-Pac-Islander,Male,0,0,30,Philippines,>50K
42,Local-gov,93920,Bachelors,13,Separated,Prof-specialty,Husband,Other,Male,0,0,65,United-States,<=50K
68,Local-gov,142600,Some-college,10,Divorced,Craft-repair,Own-child,Amer-Indian-Eskimo,Female,0,0,6,?,<=50K
22,Self-emp-not-inc,942988,Prof-school,8,Never-married,?,Husband,Amer-Indian-Eskimo,Female,0,0,44,United-States,<=50K
77,Self-emp-not-inc,618510,7th-8th,14,Widowed,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,33,United-States,<=50K
60,State-gov,958787,12th,14,Widowed,Other-service,Wife,White,Female,0,0,71,Canada,<=50K
76,Federal-gov,820731,Prof-school,1,Married-civ-spouse,Prof-specialty,Unmarried,Asian-Pac-Islander,Male,0,0,32,Mexico,<=50K
39,Federal-gov,37348,HS-grad,3,Divorced,Exec-managerial,Husband,White,Male,0,0,10,United-States,<=50K
71,Private,615725,11th,1,Married-spouse-absent,?,Wife,White,Male,0,0,2,?,<=50K
